id,score
1,0.9466248878550221
2,0.9993096711952523
3,0.11273814564322215
4,0.9999971851432845
5,0.9184802222075076
6,0.43634977298791977
7,0.9961384789820142
8,0.9999998048220881
9,0.9991958291851881
10,1.0
11,0.9613866516306715
12,0.9999997288475508
13,0.9999986432767676
14,0.999307581312994
15,1.0
16,0.36655919013761684
17,0.9999999998931692
18,0.9981180248069246
19,0.9999999914927259
20,0.9999999981645147
21,1.0
22,0.9991117852097141
23,0.9999929983933005
24,0.9857072700359163
25,0.9999990980450295
26,0.9999999999999789
27,0.9999999999999918
28,0.9999999999996994
29,0.18969507438026123
30,0.9923930049917401
31,0.9992067905920273
32,0.9999247211276221
33,0.7786617751999216
34,0.9669134462658151
35,0.6704143046054315
36,0.1536702001317377
37,0.9999996614121228
38,0.8887791968167474
39,0.4512590234917083
40,0.09379024313198703
41,0.6699099491574027
42,0.990026412219211
43,0.999999813421951
44,0.9972904121695162
45,0.9954248247010012
46,0.9999999999999138
47,0.9999962919460263
48,0.999172043720359
49,0.9946946059757469
50,0.9997491506634079
51,0.04457329482374239
52,0.9957964196931844
53,1.0
54,0.9229191222567176
55,1.0
56,0.9918719301255443
57,0.9948599869953763
58,0.7448599163579841
59,0.25447616955998
60,0.7479663790806511
61,0.999999999995222
62,1.0
63,4.3017944761913895e-09
64,0.9993329108376827
65,0.9999999991314981
66,0.9999990809860054
67,0.1917066746265007
68,0.637918483600492
69,0.9968206812706476
70,0.9999998937958283
71,0.9568216356835838
72,0.8978399368450373
73,1.0
74,0.9220488705082466
75,0.9997354907576006
76,0.8622263851791551
77,0.3596592557950006
78,0.17333839807567908
79,0.9970996566494422
80,1.0
81,0.9446781515966279
82,1.0
83,0.9999999971531288
84,0.5710537173325678
85,0.9999999999969069
86,0.7237001363897803
87,0.9771411431499071
88,0.9996704651222645
89,1.0
90,0.9999478970083666
91,0.9999999842427625
92,0.9621458506650968
93,0.9930507708034954
94,0.999999998324465
95,0.6382417617382825
96,0.9999996008875115
97,0.42455113797834676
98,0.9999999944536402
99,0.9999999999999876
100,0.9854914306278221
101,0.4933390932127434
102,0.7310475122413688
103,0.24602873778504397
104,0.9999267490957864
105,0.06544686857667215
106,0.4565872081940976
107,0.9947204148321935
108,0.9999993970294484
109,0.8513800317525355
110,0.9970278543513624
111,0.9879052185875102
112,0.7643318000713357
113,0.9946914097138806
114,0.833797949092066
115,0.9999999832053544
116,0.9999998675790516
117,0.9999999999999998
